conversation_id,customer_tweet_id,brand_tweet_id,customer_message,brand_response,created_at,source_tweet_ids
conv_2835693,2835696,2835697,@AmazonHelp Are you going to help with this matter???,@789300 Thanks for reaching out to us! I'm sorry the items you received were not what you expected! Were you able to re-order the items? ^TK,Tue Nov 28 19:37:04 +0000 2017,2835696;2835697
conv_2835703,2835703,2835701,"@115850  very very unprofessional. This was one day confirmed delivery , have paid the extra charges. Nd now m getting delayed status. #AmazonIndia  very poor. Need urgent resolution https://t.co/D0sMgOX7zl","@789301 Apologies for the delay in delivery. This is certainly not the experience we'd like you to face. Have you reported this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ",Mon Nov 27 14:34:04 +0000 2017,2835703;2835701
conv_2835712,2835710,2835708,"@789306 @115830 It's a microSD card - how much frustration can they remove?
Was the original box gold-plated!?!? 😜","@789305 Hi, the one listed at GBP31.99 is part of our deals of the day and is only available at that lower cost till the deal expires.^BZ",Mon Nov 27 14:44:51 +0000 2017,2835710;2835708
conv_2835729,2835729,2835728,The #amazon delivery guy has just been... I don't think he knew his arse from his elbow... I bet it was his first day... it could quite possibly be his last too #cockup,"@789310 I'm sorry for the trouble with the order, Karen. Without revealing personal or account details, can you tell us a bit more about what's going on? We'd like to help! ^TG",Mon Nov 27 14:43:47 +0000 2017,2835729;2835728
conv_2835731,2835731,2835730,"@119625 @115850 ""don't worry papa, I have many friends in Prime video to spend time with"". My 6 year old says when she broke her hand and needed 1 month rest at home. Thanks guys for building confidence among viewers , even in the little one's. https://t.co/xJRYnVSz5w",@789311 Awww!!! Sad to know she broke her hand. Hope she recovers soon and till then our Prime Video is there to accompany her. #GetWellSoon ^SG,Mon Nov 27 14:16:13 +0000 2017,2835731;2835730
conv_2836897,2836898,2836900,"@AmazonHelp Past few deliveries I've had the drivers have just walked in with a face like a slapped arse, tossed my parcels onto the counter and walked out while customers have been here, they could quite possibly walked off with my parcels.","@338928 This is not what we expect from our drivers. Have you raised this with us directly yet, Mark?^SM",Mon Nov 27 15:57:18 +0000 2017,2836898;2836900
conv_2836909,2836908,2836907,"@AmazonHelp Yes, I was told they can't help until the item is out for delivery. But my question is why the misinformation? I confirmed with the agent to specifically avoid this scenario.","@500395 If you'd like, you're able to share your feedback with the agent's leadership via the survey sent at the end of your call. ^MH",Mon Nov 27 15:36:37 +0000 2017,2836908;2836907
conv_2836913,2836913,2836911,@AmazonHelp you customer service promised something before and order and now they are backtracking. It is getting ridiculous! Need help,"@500395 I'm sorry for the trouble! We don't have account or order access via Twitter, but we'd like to help if we can. Without sharing personal/account info, can you tell us a bit more about the situation please? ^KN",Mon Nov 27 15:07:24 +0000 2017,2836913;2836911
conv_2836924,2836924,2836923,@115830 not fun tot see a fragile gift arive in this condition.. https://t.co/sti8tzn6uT,"@789597 I'm sorry to see your parcel arrived in this condition. Were the contents damaged? If so, have you phoned or chatted to discuss options for your order yet: https://t.co/JzP7hlA23B? ^AN",Mon Nov 27 15:20:28 +0000 2017,2836924;2836923
conv_2836927,2836928,2836930,"@AmazonHelp get an email Wed driver can’t find the address, Re-deliver 4 Friday, no package, re-deliver Sunday -now the package is “lost”",@789599 Can you confirm the name of the carrier delivering? Check in your order details here: https://t.co/Y5jpI9gRhE ^NC,Mon Nov 27 15:41:41 +0000 2017,2836928;2836930
conv_2836934,2836934,2836933,"@AmazonHelp @115850
I am from India. Do you have any offers running on first Amazon Pay money load?","@789600 Currently, we don't have any such offer on our site. You may refer to the link for our latest offers on Amazon Pay balance: https://t.co/dA5wWFcBOY. ^AM",Mon Nov 27 15:08:35 +0000 2017,2836934;2836933
conv_2836967,2836967,2836965,Man thank you @115821 https://t.co/gTkeDnDU76,"@789606 Thanks for reaching out to us about your delivery. Were you able to locate your items? If so, are they okay? ^RA",Mon Nov 27 15:24:41 +0000 2017,2836967;2836965
conv_2837004,2837004,2837002,I wish @115830 had a 'do not leave with neighbours' option. I would rather get my parcels from the post office than knock on random doors.,"@139715 Hey, you can assign your own safe place to your order so all your future parcels will be left there and not with a neighbour. You can find more info about it here: https://t.co/eISP3ti6wH ^MA",Mon Nov 27 15:23:53 +0000 2017,2837004;2837002
conv_2837010,2837007,2837005,"@AmazonHelp Not, as Andrew in logistics suggested, ""check with your neighbors because that's going to be the fastest way of getting your package.""",@789614 We'd like to have a specialist look into this with you. Please click here: https://t.co/OXfzYOE63H so we can further assist. ^NM,Mon Nov 27 15:01:27 +0000 2017,2837007;2837005
conv_2837051,2837048,2837046,@AmazonHelp So then I will return it and purchase it again for the new price,@594501 We wouldn't be able to refund the difference. You are more than welcome to return it and purchase at a lower price.^MA,Mon Nov 27 15:18:05 +0000 2017,2837048;2837046
conv_2837065,2837065,2837064,"My @115821 package was stolen off of my porch or delivered to the wrong address. 😭 I hope you enjoy my stuff, losers!",@789628 Oh no! I'm so sorry that happened! You can reach out to us here for available options: https://t.co/hApLpMlfHN ^JY,Mon Nov 27 15:15:36 +0000 2017,2837065;2837064
conv_2838475,2838476,2838477,@AmazonHelp You're courier has delivered it to the wrong post office!! What a  inconvenience!!! So unhappy with amazon not sure will use you again maybe use eBay from now on,@789961 I'm sorry to hear Royal Mail delivered your order to the wrong post office. Have you had a chance to contact us? What have you been advised?,Tue Nov 28 10:17:31 +0000 2017,2838476;2838477
conv_2838483,2838482,2838481,@789964 @145869 @115830 won't let me 😩,"@789963 I'm sorry for the troubles you're experiencing, Dan! Can you tell me what options or errors you are seeing when trying to use this charity? You can find more here: https://t.co/PDdwMZY2Nu Keep us posted ^FR",Mon Nov 27 15:59:19 +0000 2017,2838482;2838481
conv_2838513,2838513,2838512,@115821 I still have not received the cashback. This is really pathetic https://t.co/i2Zkj7CzWV,@354507 I'm sorry about the delay in cashback. Kindly reply to the correspondence that we've sent. We'll check this further. ^SG,Mon Nov 27 15:45:39 +0000 2017,2838513;2838512
conv_2838580,2838580,2838578,"@115830 strikes again with all its packaging lol i appreciate the care but a giant box,tons of brown paper and then 2 more large boxes for the product..two ceiling lights 🤣😕 way to much https://t.co/gnUoZujQ4u","@789988 Thanks for sharing this with us! We're always looking for feedback to improve. When you have the time, please let our Packing team know about this here: https://t.co/eIdXv1AZ0h ^RA",Mon Nov 27 15:47:03 +0000 2017,2838580;2838578
conv_2838592,2838592,2838591,Got my nieces Fingerlings (which are apparently the hot toy this Christmas) from the Amazon Treasure Truck. Gotta solidify my status as the cool uncle. #treasuretruckisawesome @169994 @115821,"@789993 Awesome, Johnny! So glad you were able to get them some cool (or it is hot?) presents this year! 😁 ^TG",Mon Nov 27 15:33:03 +0000 2017,2838592;2838591
conv_2840136,2840135,2840134,@AmazonHelp This is what I got today.  Not sure what the status is.  :( https://t.co/lOgampEJEp,"@790363 Hello, I am sorry to see that. You can reach out us here: https://t.co/hApLpMlfHN and an agent can look into this further. ^HS",Mon Nov 27 16:31:48 +0000 2017,2840135;2840134
conv_2840145,2840146,2840147,@AmazonHelp I think I must be mistaken. I am trying to create a hard copy (paperback) of my already published book.,@442785 If you could reach out to us via phone or chat here: https://t.co/hApLpMlfHN we would happy to help research your hard copy publishing issues! ^TE,Mon Nov 27 17:13:10 +0000 2017,2840146;2840147
conv_2840195,2840195,2840194,"Polaroid camera just came in, thank you @115821",@790375 We're happy to hear your received your camera! Enjoy!! 📸 ^DD,Mon Nov 27 16:25:30 +0000 2017,2840195;2840194
conv_2840240,2840240,2840239,"If one more @115821 delivery person throws a package over my fence instead of placing it by my door, we gonna be fighting. https://t.co/NVtKvoLrtj",@159767 I'm very sorry to hear about your deliveries! We don't intend for this to happen. I'd like to have my team look into this. Please send us your details here: https://t.co/9jw4NkOYFd ^AB,Mon Nov 27 16:26:56 +0000 2017,2840240;2840239
conv_2840278,2840279,2840281,@AmazonHelp Nothing is happenig there... useless service it is,"@790387 We apologize you haven't received a satisfactory response from our support team. We'd like to take a closer look, kindly share your details here:https://t.co/beaaDm0muc and we'll get back to you soon. ^VH",Mon Nov 27 16:25:59 +0000 2017,2840279;2840281
conv_2841684,2841685,2841687,"@AmazonHelp they keep telling me to give the bank an authorisation code that the bank tell me has already been cleared and that I am attempted to be charged twice for each purchase. chat support was not helpful in the least 
telling me its my banks issue and to give them a code","@790703 Just to clarify, you have given the authorization code to your bank and they say that this has been cleared already? ^VS",Mon Nov 27 17:18:47 +0000 2017,2841685;2841687
conv_2841686,2841686,2841684,@AmazonHelp getting aggravated trying to deal with amazonuk chat support about double payments for items coming out of my bank account and telling me my payments are been rejected. Thanks for leaving a really sour taste in my mouth,"@790703 Oh no! I'm so sorry to hear about your troubles, Alan. Did chat support offer you any insight as to why this is happening? ^VF",Mon Nov 27 17:06:11 +0000 2017,2841686;2841684
conv_2841699,2841700,2841701,@AmazonHelp $10 PSN Card,"@790705 Thanks for confirming! We want to take a closer look into this with you. When you have the chance, please reach out to us here: https://t.co/hApLpMlfHN for further options. ^HC",Mon Nov 27 17:17:48 +0000 2017,2841700;2841701
conv_2841738,2841739,2841741,@AmazonHelp All the options were met and the timeline was given by you guys at the time of placing the order.... If that's not the case then change the process and clearly mention that order cannot be placed or don't provide false timeline for delivery #Chutiyakata,"@249442 I'm sorry for the hassle with our logistics. Could you please let us know if we've missed the estimates shared with you? If yes, Please reach us from here: https://t.co/rS49hgaADF we'll check and assist you accordingly.  ^SV",Mon Nov 27 19:06:46 +0000 2017,2841739;2841741
conv_2841772,2841773,2841774,@AmazonHelp No messages its doing the sit and spin.,"@790709 Got it! Let's troubleshoot this! To begin, does this issue keep happening after you've turned your device off and then back on? ^TK",Mon Nov 27 18:14:33 +0000 2017,2841773;2841774
conv_2841776,2841778,2841779,@AmazonHelp ...... before 8.00pm. Surely more accurate timings would improve customer relations as this is a complete waste of time as far as I'm concerned and I am now losing the will to live.,@433494 I understand your concern. We still intend to deliver the item today. Please keep us posted on delivery. We're here for you! ^AL,Mon Nov 27 17:18:25 +0000 2017,2841778;2841779
conv_2841798,2841799,2841801,"@AmazonHelp Sirji , i have already did that , but even tortoise can walk faster than the resolution process of Amzon , check my history via my number @109028, no need to delete this tweet ..","@790713 We'll not be able to access your account from social platforms, Ravi. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll help you with the available options. ^MJ",Mon Nov 27 17:32:48 +0000 2017,2841799;2841801
conv_2841801,2841802,2841803,"@AmazonHelp @115850 @115821 @115851 @119625 @115823

Nobody takes accountability , its all about how well you pass the ball to other court .... Great , but this strategy wont last long ..",@790713 Please confirm sharing your details in the link shared above so that we can assist you further. ^MJ,Mon Nov 27 17:59:35 +0000 2017,2841802;2841803
conv_2841851,2841852,2841853,@AmazonHelp never received any mail. Check all the details from your side. mail and phone,"@740915 In that case, request you to please share your details using the link mentioned here: https://t.co/t8SyC4UtMq. You can skip the sign-in process and share your details. We'd be happy to help you. ^GD",Mon Nov 27 17:28:28 +0000 2017,2841852;2841853
conv_2841861,2841861,2841860,"@115850 Was recharging my Airtel mobile number using Amazon Pay Balance (405-4894189-9128347).After recharging,I received an email stating recharge failed, amount refunded as Gift Card + Amazon Pay Balance.But I didn't receive the refunds.
Please check the screenshots,
Kaushik https://t.co/BUZTR1AEnY","@790721 We're sorry to know about the issues with recharge, Kaushik. Please reach out to us, here: https://t.co/vlvfJr4nN9 and we'll check this for you. Please don’t provide your details as we consider them to be personal info. Our Twitter page is visible to public. ^YP",Mon Nov 27 16:45:44 +0000 2017,2841861;2841860
conv_2841877,2841877,2841875,Never buy TVs from @115830 they miss your guaranteed delivery date that you paid one day delivery for and they only give you a £5 gift certificate. What a joke!,"@790725 Sorry to hear that your order was late, can I ask what you were advised when you spoke with us about this?^TI",Mon Nov 27 16:47:43 +0000 2017,2841877;2841875
conv_2841901,2841901,2841900,dude whoa @117795 is incredible!!!!! I love online shopping and @115821!!,@790730 We love our customers! Thanks for the shoutout!! 😁 ^KJ,Mon Nov 27 16:40:44 +0000 2017,2841901;2841900
conv_2841927,2841927,2841925,@115830 standards slipping! Changing delivery dates and shocking packaging #prime #cancelled #standardsslipped https://t.co/8Ny44Jtwmb,@790734 Thank you for bringing this to our attention! We are always looking to improve. Please provide packaging feedback here: https://t.co/uWMWtQxfaJ. ^AL,Mon Nov 27 16:36:40 +0000 2017,2841927;2841925
conv_2841928,2841930,2841932,"@AmazonHelp Ok, so it wasn't a late email. But how is it that my package has been in Charlotte for over 24 hours without being delivered? https://t.co/p3x4cbku1K","@259015 I understand your concern. I'd like for a specialist investigate this for you. Whenever you have the time, tell us as much information as possible here: https://t.co/Px3wbHYKbS We'll reach out to you shortly. ^SK",Mon Nov 27 21:54:16 +0000 2017,2841930;2841932
conv_2843671,2843672,2843674,@AmazonHelp It is the web browser version I’m on,@319988 Try clearing the cashe and restart. That can make a difference at times ^DJ,Mon Nov 27 17:49:33 +0000 2017,2843672;2843674
conv_2843705,2843707,2843709,"@AmazonHelp @115851 @115850  Amazon Shahbaaz from Social Media Escalation Team had auto cancelled my order pending for delivering ( more than 14 days), today without my consent and told me to purchase again.","@791111 We have responded to your concern here https://t.co/DTSNmGldJf. If you have further concern, kindly reply to our correspondence. Also, please don't provide your details, as we consider it to be personal info. Our Twitter page is visible to the public. ^MD",Tue Nov 28 13:42:14 +0000 2017,2843707;2843709
conv_2843739,2843739,2843738,@AmazonHelp @115821 What does this mean? #PleaseHelp! https://t.co/F58oBhz7jS,"@509553 Thanks for reaching out! We would like to take a look into this order and available options with you. When you're available, please reach out to us here: https://t.co/hApLpMlfHN ^TH",Mon Nov 27 17:23:17 +0000 2017,2843739;2843738
conv_2843782,2843782,2843780,"@AmazonHelp tried delivering a package at 10pm when it says they deliver up to 8pm. Then claim the business is closed when its my house and didn't ring the bell. Now 3 days later and no packages. Umm, WHY?",@699057 I'm very sorry that your packages have not been delivered yet. Please check your tracking information and let us know what the most recent update says:   https://t.co/Y5jpI9gRhE  ^SP,Mon Nov 27 17:15:28 +0000 2017,2843782;2843780
conv_2843804,2843803,2843802,"@115821 🗣If you want your packages delivered safely &amp; on time whether it’s food, gadgets🗣ATV parts
👉🏼you can get it .@115821🇺🇸 #checkitout✅AMAZING‼️ https://t.co/kHEp3JX7ns",@791129 Thanks for the love! ❤️ We'll always be here for you when you need us! ^JE,Mon Nov 27 17:02:30 +0000 2017,2843803;2843802
conv_2843812,2843812,2843811,Tired of waiting for Fibaro skill in amazon alexa India ! And the also of that boring automated reply @115850 @61683,"@466970 We don't have any announcement regarding this yet. However, we've forwarded your feedback to our Alexa development team. ^KH",Mon Nov 27 16:42:29 +0000 2017,2843812;2843811
conv_2845440,2845441,2845443,@AmazonHelp On the live chat talking to someone right now:) was not impressed that last time the driver visited he let himself into my flat!,@791475 Let us know if you need any further assistance. We'd like to help! ^AP,Mon Nov 27 18:13:10 +0000 2017,2845441;2845443
conv_2845442,2845442,2845440,"@115830  @AmazonHelp hey so I've been home all day, just had an email saying they attempted to deliver my parcel at 6pm? No you didn't","@791475 Oh no! I'm terribly sorry for any inconvenience. We'd like to check into this with you. When you can, please give us a call or chat in here: https://t.co/JzP7hlA23B ^BL",Mon Nov 27 18:05:46 +0000 2017,2845442;2845440
conv_2845453,2845453,2845452,@116090 your customer service is top notch! #CyberMonday and still did a quick response to reslove an issue with a pre-order! people should take notice this is how you handle issues!,"@791476 I'm glad to hear this! If you haven't had a chance yet, please use the survey at the end of the email we sent you to forward your feedback directly to the manager of the associate you spoke with. I'm sure they'd really appreciate it! ^GR",Mon Nov 27 18:04:16 +0000 2017,2845453;2845452
conv_2845492,2845493,2845494,@AmazonHelp Matter is resolved through Amazon Helpdesk. Thanks for prompt action. Appreciate it!,@791482 Thanks for letting us know you were assisted. It's nice of you to follow up with a comment regarding the services. Do keep us posted for any further assistance. ^SV,Mon Nov 27 18:35:06 +0000 2017,2845493;2845494
conv_2845506,2845507,2849067,"@AmazonHelp Yes thank you, did a change around if hdmi port and worked 👍","@143112 Great, thanks for letting us know this worked. Enjoy the rest of your day Sarah! 😁 ^VS",Mon Nov 27 18:46:11 +0000 2017,2845507;2849067
conv_2845514,2845514,2845513,"Your app is WACK @115821 

Your system WACK @115821 

Your service is WACK @115821 

Your call center is WACK @115821","@791487 I'm sorry for the frustration! Is there a current problem you're experiencing? If so, without giving account/personal details, can you please provide us with more information? ^AC",Mon Nov 27 17:58:02 +0000 2017,2845514;2845513
conv_2845524,2845523,2845522,@AmazonHelp Shipped with Amazon Logistics,"@156931 Thank you for the information! Just to clarify, were you able to locate the parcel that was delivered? ^AL",Mon Nov 27 17:45:53 +0000 2017,2845523;2845522
conv_2845525,2845525,2845524,@AmazonHelp package was supposed to arrive by 9pm last night but the last item in shipment details says arrival scan 2:27am yesterday??,@156931 Oh no! I'm sorry to hear about this! Do you know who the carrier is? You can find that information here:  https://t.co/Y5jpI9gRhE ^SW,Mon Nov 27 17:30:20 +0000 2017,2845525;2845524
conv_2845536,2845536,2845533,"@115850 @115821 When an order is placed with the seller on our website, the seller takes the complete responsibility of the shipment. As we are unable to create shipping charges refund as refund has already been initiate from seller end. I request you to please contact",@502030 I understand your concern regarding the self return shipping charges. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll look into the issue for you. ^GD,Mon Nov 27 17:31:36 +0000 2017,2845536;2845533
conv_2845560,2845560,2845559,Hey @115850 where is that attractive jar mentioned? @AmazonHelp https://t.co/jqziu5a0uj,"@791496 I'm sorry about the missing goodies, call us here: https://t.co/vlvfJr4nN9 &amp; we'll check this for you. ^MJ",Mon Nov 27 17:45:25 +0000 2017,2845560;2845559
conv_2845563,2845563,2845561,@AmazonHelp how come you can deliver to me but not my husband at the same address? 4 days waiting. Customer service is TERRIBLE.,@791497 I am sorry you are having these delivery issues! Can you tell us which courier is not delivering you Husband's parcels? You can find out here:  https://t.co/aaDyEz1VgE ^DJ,Mon Nov 27 17:54:03 +0000 2017,2845563;2845561
conv_2845584,2845585,2845586,@AmazonHelp i was assured that the product will reach today positively.,@791502 I'm sorry about the delay. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,Mon Nov 27 18:57:40 +0000 2017,2845585;2845586
conv_2845620,2845620,2845619,"@115850 I am having a nightmare Amazon. I pay for prime membership, and I have been on the phone trying to sort delivery issues for what must be an hour today. The service is horrific and frankly worrying. Nobody knows what is going on HEEEEEEEELP!!!!!",@791507 I'm sorry for the inconvenience regarding the delivery of your order. Please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM,Mon Nov 27 17:15:29 +0000 2017,2845620;2845619
conv_2847238,2847238,2847235,@115830 customer service is absolutely shocking. 32 minutes on the phone trying to change shipping address and still failed to do it. Complete farce!,@791881 I'm sorry for the troubling experience you had with this order; what options were provided when you reached out to our support team? ^WM,Mon Nov 27 17:43:37 +0000 2017,2847238;2847235
conv_2847244,2847245,2847247,@AmazonHelp And already replied to @115821 re type of device,@319988 Please reach out to us here: https://t.co/hApLpMlfHN so we can look into this further. ^CO,Mon Nov 27 18:51:39 +0000 2017,2847245;2847247
conv_2847262,2847263,2847265,@AmazonHelp why yes durgesh there you go. ill be waiting for u to come with my package by tonight. bring a grapefruit https://t.co/w4w9c2wrwm,"@791885 I understand the urgency, Zion. As mentioned earlier, the orders are delivered as per the estimated delivery date given on it. Could let us know If we have missed the delivery date for this order? ^NK",Tue Nov 28 10:37:36 +0000 2017,2847263;2847265
conv_2847329,2847328,2847326,"@AmazonHelp Thank you, I have sent an e-mail to you wishing to add a safe place to my order. Will I receive a refund for one day delivery also?","@707423 We don't have access to your account through social media, however, if your reach us directly via the link ^RA provided, we'll be able to look into available options for you. ^BV",Mon Nov 27 18:30:30 +0000 2017,2847328;2847326
conv_2847334,2847333,2847332,@AmazonHelp 31.99 x2 have been deducted from me,@791896 We're unable to access account information via Twitter. Please contact us directly by phone or chat so we can look into this for you: https://t.co/JzP7hlA23B ^JF,Mon Nov 27 18:32:39 +0000 2017,2847333;2847332
conv_2847339,2847339,2847337,This isn't 1 day delivery @115830 mate https://t.co/mY1w7kJ47b,"@791897 Sorry for the trouble! One-Day Delivery refers to the transit time, in business days, once the item has dispatched. Some orders may be out of stock or require extra processing time. You can learn more about One-Day Delivery here: https://t.co/JgOCWnRnvg. ^VB",Mon Nov 27 18:26:48 +0000 2017,2847339;2847337
conv_2847412,2847411,2847410,@AmazonHelp It’s asking me to sign in and I don’t have an account.,@791913 Just click on 'skip sign in' and you will be able to provide details without linking to an Amazon account. ^JF,Mon Nov 27 18:27:58 +0000 2017,2847411;2847410
conv_2847428,2847428,2847427,@119625 Why Season 3 of @181310 not available ?,"@791917 I understand your concern about the availability of season 3. Thanks for your interest. We don't have an announcement on this yet, please stay tuned. ^SV",Mon Nov 27 18:05:41 +0000 2017,2847428;2847427
conv_2847437,2847437,2847435,"When @AmazonHelp deliver your parent’s Christmas present just a few days after ordering it, but write exactly what it is down the side of the box!! Not great when one of your parents takes delivery of it! Guess I’m on the hunt for a new gift... https://t.co/WcDwaUryx6",@140073 Oh no! Looks like this may have been delivered using out Frustration Free Packaging. You can find out more about that here: https://t.co/RTIHGOgWr4 ^TR,Mon Nov 27 18:19:50 +0000 2017,2847437;2847435
conv_2847443,2847443,2847442,@115821 redeemed themselves and my fire stick was delivered last night. I didn't know how I would survive without seeing @129507 for 12 hours. All is well in Freyaland once again.,@704513 Great news! Thanks for keeping us updated! Binge on! 📺 ^WT,Mon Nov 27 18:18:46 +0000 2017,2847443;2847442
conv_2848949,2848948,2848947,@AmazonHelp This is the screen Chrome and Firefox send me to when I sign in. https://t.co/QhHWQBjp7B,"@792267 Hmm.. are you accessing Amazon from a link in an e-mail, or are you typing it in your URL bar? I'd recommend clearing your cache and cookies, then typing https://t.co/nUUp5MLhYl into your URL bar. ^BL",Mon Nov 27 18:47:52 +0000 2017,2848948;2848947
conv_2848958,2848959,2848961,@AmazonHelp Yes - my 3 orders got combined for some reason and the arrival was 25th.. then 26th.. then today.. now tomorrow but the items still haven't shipped.,@792269 I apologize for the wait. We're happy to take a closer look into the delay and offer all available options to you! Please reach us directly via phone or chat here: https://t.co/hApLpMlfHN ^CS,Mon Nov 27 19:24:52 +0000 2017,2848959;2848961
conv_2848963,2848963,2848962,@AmazonHelp I haven’t recieved an order that shows as “delivered” I can’t see where I can contact? It just says delivered. I recieved a different mug that I didn’t order? Please advise,"@755558 So sorry about this, Katy! You can contact us here: https://t.co/JzP7hlA23B and we'd be more than happy to look into this for you! ^JY",Mon Nov 27 19:08:46 +0000 2017,2848963;2848962
conv_2848984,2848984,2848983,"Got to love couriers @115830 as I spoke to your driver which my order was supposed to be on he said he didn’t have it, might be on a jeep, and then when speaking changed to delivery attempted 😂","@792273 I'm very sorry to hear about the delivery trouble, David! This certainly isn't what we strive for. When you have the chance, please reach out to us here: https://t.co/JzP7hlA23B so we can get this reported. ^HC",Mon Nov 27 19:02:53 +0000 2017,2848984;2848983
conv_2849002,2849003,2849005,"@AmazonHelp I'm in the UK so that page doesn't really relate. I paid £69 for amazon prime, one of the benefits being free next day delivery?",@792277 Unlimited one-day shipping is a benefit and I apologize if you feel like you aren't receiving it. If you would like more information or to manage your Amazon Prime membership please visit here:https://t.co/2jekI1o3zt. Thank you. ^AP,Mon Nov 27 19:09:08 +0000 2017,2849003;2849005
conv_2849018,2849018,2849017,"Thank you @120533 &amp; @3843 for making me wait 1 week (!) for my order &amp; for not even ringing at my door, even though it was a clear instruction... #shopLikeIts1985","@792280 Hi Michael, I'm sorry for the delay on your order. Please reach out to us by phone or chat here: https://t.co/hgIrz98cdI so we can look into this further with you. ^SA",Mon Nov 27 18:52:13 +0000 2017,2849018;2849017
conv_2849062,2849062,2849061,"@AmazonHelp Got an order that has not turned up but shows as delivered and signed for by someone i've never heard of in my life. Obviously gone to the wrong place, your help pages just say contact the carrier, how do I even know who the carrier was? Can't see anything that says?","@206615 Hey, Michael!  I'm sorry about your order and we really want to help! Just to clarify, have you tried to locate the package using the tips and ticks found here: https://t.co/s3V80nRegV ^VR",Mon Nov 27 17:38:33 +0000 2017,2849062;2849061
conv_2849067,2849066,2849063,@AmazonHelp One more thing.... I’ve ordered another firestick for a friend. Can the firestick be used without an Amazon acc?,@143112 The Fire TV Stick does require an account as the apps used are tied to said account. A prompt to create an account will show when registering the device. ^DO,Mon Nov 27 18:55:26 +0000 2017,2849066;2849063
conv_2849069,2849069,2849068,@115830 Why is prime delivery now 3 days instead of 1? Isn’t 3 days big standard delivery?,"@568012 Prime shipping refers to the time taken to arrive, in business days, once the item has been shipped. Details here: https://t.co/dEaLGCfSjQ ^BV",Mon Nov 27 18:49:37 +0000 2017,2849069;2849068
conv_2849089,2849090,2849092,@AmazonHelp No I am in Maryland in the states 😭😭 it’s the only thing that isn’t working,"@792288 Hi, Skyler! I'm sorry that you are having trouble watching your show. May we ask what device you are using to stream? Is it a Kindle, Fire Tablet, Echo Show, Computer, TV, Phone or something else?  ^SP",Mon Nov 27 19:20:12 +0000 2017,2849090;2849092
conv_2849108,2849108,2849105,"@AmazonHelp I never received my black friday order, and 4 conversations later with your customer service team it still isn't sorted! 2 days of my life i will never get back...","@792291 So sorry to hear this! We'd like to help however we can- without posting personal or account information, could you tell us a little more about what's going on? ^BL",Mon Nov 27 18:50:30 +0000 2017,2849108;2849105
conv_2849958,2849958,2849956,"Still hate that @115821 uses @118706 for deliveries. Once again my mail is here, but my package isn't.",@792481 I'm sorry for the wait. What does the tracking information on the order indicate? You can view this information here: https://t.co/q4LAMZ3tbE ^GR,Mon Nov 27 18:05:07 +0000 2017,2849958;2849956
conv_2850138,2850138,2850137,"Hey @119625 here are a few ideas on your web platform.
1. Let me sort movies and shows by date / IMDB rating.
2. Let me make a list of movies that I have watched and share it with friends.
3. Let me rate a movie / show that I watched.
4. Add more content.",@792524 That's a good feedback. I will ensure to pass it on internally for improvements. ^RW,Mon Nov 13 08:35:31 +0000 2017,2850138;2850137
conv_2850621,2850621,2850620,"@115830 “ we tried to deliver your package” no you didn’t, I’m sitting in the living room. I will be cancelling my prime membership 👎🏻👎🏻👎🏻","@792648 Oh no! We're terribly sorry to hear about the disappointing experience, Rees. We'd like to investigate this with you as closely as possible. Please give us a call or chat through the following link, and we'll get this sorted for you!  https://t.co/JzP7hlA23B ^JD",Mon Nov 27 19:22:46 +0000 2017,2850621;2850620
conv_2850651,2850652,2850653,@AmazonHelp There is NO LINK TO EVEN FILE. item defective and just want a new one,@675306 The option to file an A-to-z Guarantee Claim will not be available if using the mobile app or browser. Are you able to follow these steps using a different device: https://t.co/36hyJY8GOt? ^RA,Mon Nov 27 20:28:48 +0000 2017,2850652;2850653
conv_2850653,2850654,2850655,@AmazonHelp Home and followed every step there is no like to file claim like the faq says. Spent weeks now trying get resolved. If not I'll dispute cc,@675306 I understand your frustration! It's filed from Your Orders on your Account. Click File/View Claim from the order in question. ^SJ,Mon Nov 27 20:35:11 +0000 2017,2850654;2850655
conv_2850662,2850663,2850665,@AmazonHelp It's everything I try and order! Why am I charged for prime when you can't fulfil your part of agreement? Should report you to trading standards! All this money all year for piss poor service!,"@140382 During this busy time of year, orders may take extra time to arrive. More information on extended deliveries: https://t.co/c2EISYkNnN ^WT",Mon Nov 27 19:38:31 +0000 2017,2850663;2850665
conv_2850673,2850674,2850676,@AmazonHelp I am on a laptop - or it may even be a tablet - but it's not a mobile. :),@792656 That is strange! We would to look into this with you in real time. Please contact us via phone here: https://t.co/JzP7hlA23B ^LS,Mon Nov 27 20:24:48 +0000 2017,2850674;2850676
